rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
599,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,45,43,15,30,0,43,28,43,43,28,0,edgeCount
598,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,66,16,13,53,2,16,3,16,16,3,2,edgeCount
597,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
596,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
595,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
594,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
593,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
592,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
591,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
590,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,32,8,7,25,2,16,9,16,16,9,2,edgeCount
589,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
588,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
587,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
586,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,8,8,0,16,8,16,16,8,0,edgeCount
585,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
584,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
583,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
582,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,3,3,3,0,2,3,0,3,3,0,2,edgeCount
581,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
580,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
579,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
578,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,22,22,8,14,0,-1,-9,-1,-1,-9,0,edgeCount
577,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,28,28,13,15,0,28,15,28,28,15,0,edgeCount
576,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
575,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
574,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
573,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
572,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,49,11,0,0,25,14,25,25,14,0,edgeCount
571,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
570,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
569,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,8,8,7,1,2,8,1,8,8,1,2,edgeCount
568,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,2,-1,-11,-1,-1,-11,2,edgeCount
567,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,23,21,21,2,0,-1,-22,-1,-1,-22,0,edgeCount
566,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
565,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
564,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
563,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
562,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,65,65,8,57,0,65,57,65,65,57,0,edgeCount
561,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,22,18,16,6,2,59,43,61,61,45,2,edgeCount
560,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
559,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,66,14,13,53,2,-1,-14,54,54,41,2,edgeCount
558,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
557,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
556,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
555,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,17,51,12,5,4,45,33,17,51,5,4,edgeCount
554,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
553,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
552,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,67,67,22,45,0,67,45,67,67,45,0,edgeCount
551,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
550,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,28,28,9,19,0,28,19,28,28,19,0,edgeCount
549,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
548,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,19,-20,0,-1,-20,-1,-1,-20,0,edgeCount
547,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
546,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,26,26,12,14,0,-1,-13,26,26,14,0,edgeCount
545,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,22,22,10,12,0,22,12,22,22,12,0,edgeCount
544,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
543,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
542,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,81,27,15,66,4,-1,-16,62,46,47,4,edgeCount
541,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
540,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
539,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
538,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,12,12,10,2,0,12,2,12,12,2,0,edgeCount
537,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,25,-26,6,-1,-26,-1,-1,-26,6,edgeCount
536,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
535,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
534,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
533,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
532,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,33,31,12,21,0,31,19,31,31,19,0,edgeCount
531,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
530,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
529,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
528,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,23,7,7,16,0,7,0,7,7,0,0,edgeCount
527,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
526,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,33,33,12,21,0,33,21,33,33,21,0,edgeCount
525,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
524,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,26,-27,0,-1,-27,-1,-1,-27,0,edgeCount
523,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
522,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,31,31,15,16,10,-1,-16,31,31,16,10,edgeCount
521,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
520,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
519,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
518,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
517,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
516,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,34,14,9,25,2,-1,-10,-1,-1,-10,2,edgeCount
515,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
514,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,17,17,17,0,0,45,28,45,17,28,0,edgeCount
513,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,22,-23,0,-1,-23,-1,-1,-23,0,edgeCount
512,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,26,6,4,2,14,8,14,14,8,2,edgeCount
511,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
510,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
509,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,27,17,4,0,53,36,53,53,36,0,edgeCount
508,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
507,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
506,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
505,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
504,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
503,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,29,29,11,18,0,29,18,29,29,18,0,edgeCount
502,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
501,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,17,17,9,8,0,17,8,17,17,8,0,edgeCount
500,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
499,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
498,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
497,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
496,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
495,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,41,17,13,28,2,-1,-14,35,25,22,2,edgeCount
494,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,0,-1,-16,-1,-1,-16,0,edgeCount
493,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
492,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,52,28,15,37,2,-1,-16,-1,-1,-16,2,edgeCount
491,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
490,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
489,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,36,10,0,4,24,14,10,36,0,4,edgeCount
488,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
487,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
486,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,41,9,4,2,25,16,31,31,22,2,edgeCount
485,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
484,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,43,7,7,36,0,7,0,7,7,0,0,edgeCount
483,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,15,1,0,16,1,16,16,1,0,edgeCount
482,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,32,4,12,2,4,0,4,4,0,2,edgeCount
481,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,29,10,1,2,29,19,29,29,19,2,edgeCount
480,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
479,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
478,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
477,149,193,graphml/GtsCe.graphml,4,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
476,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
475,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
474,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
473,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
472,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
471,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
470,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,30,14,9,21,4,-1,-10,-1,-1,-10,4,edgeCount
469,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
468,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
467,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,16,11,5,5,0,0,edgeCount
466,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,53,53,16,37,0,53,37,53,53,37,0,edgeCount
465,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
464,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
463,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
462,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,20,-21,0,-1,-21,-1,-1,-21,0,edgeCount
461,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,26,14,13,13,2,-1,-14,26,14,13,2,edgeCount
460,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
459,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,-1,-1,-16,2,edgeCount
458,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
457,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
456,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,28,28,9,19,0,28,19,28,28,19,0,edgeCount
455,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
454,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,60,60,18,42,0,60,42,60,60,42,0,edgeCount
453,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,-1,-5,-1,-1,-5,0,edgeCount
452,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
451,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
450,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,21,20,1,0,21,1,21,21,1,0,edgeCount
449,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,31,43,7,24,2,7,0,7,7,0,2,edgeCount
448,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,29,19,14,15,0,54,40,54,54,40,0,edgeCount
447,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
446,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
445,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
444,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
443,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,69,69,22,47,0,69,47,69,69,47,0,edgeCount
442,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
441,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
440,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
439,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
438,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,14,-15,2,-1,-15,-1,-1,-15,2,edgeCount
437,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
436,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,14,64,10,4,2,-1,-11,-1,-1,-11,2,edgeCount
435,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,93,21,19,74,4,-1,-20,-1,-1,-20,4,edgeCount
434,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
433,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
432,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,44,26,13,31,6,-1,-14,67,79,54,6,edgeCount
431,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,18,18,15,3,0,18,3,18,18,3,0,edgeCount
430,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,8,8,7,1,0,8,1,8,8,1,0,edgeCount
429,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,43,7,6,2,7,0,7,7,0,2,edgeCount
428,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
427,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
426,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,55,55,21,34,2,-1,-22,55,55,34,2,edgeCount
425,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
424,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
423,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
422,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,7,7,14,0,7,0,7,7,0,0,edgeCount
421,149,193,graphml/GtsCe.graphml,4,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
420,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
419,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
418,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,46,46,15,31,0,46,31,46,46,31,0,edgeCount
417,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
416,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,75,75,9,66,2,-1,-10,75,75,66,2,edgeCount
415,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,29,9,0,0,17,8,17,17,8,0,edgeCount
414,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
413,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,14,4,0,2,6,2,4,14,0,2,edgeCount
412,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,56,56,18,38,0,56,38,56,56,38,0,edgeCount
411,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
410,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
409,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
408,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
407,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,10,-11,2,-1,-11,-1,-1,-11,2,edgeCount
406,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
405,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
404,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
403,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
402,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
401,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,56,30,10,46,0,-1,-11,-1,-1,-11,0,edgeCount
400,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
399,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
398,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
